Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Afghanistan,AFG,..,11.5170001983643,11.4879999160767,11.5080003738403,11.5340003967285,11.4479999542236,11.3870000839233,11.3129997253418,11.1840000152588,11.0570001602173,11.1180000305176,11.1639995574951
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Albania,ALB,..,16.5729999542236,13.4809999465942,13.3760004043579,15.8660001754761,17.4899997711182,17.0799999237061,15.2200002670288,13.75,12.3400001525879,12.331000328064,12.8129997253418
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Algeria,DZA,..,29.7700004577637,9.96000003814697,10.9700002670288,9.81999969482422,10.2069997787476,11.206000328064,10.2019996643066,11.996000289917,11.8819999694824,11.7040004730225,11.5249996185303
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Angola,AGO,..,3.83699989318848,7.36199998855591,7.37900018692017,7.40000009536743,7.33099985122681,7.28200006484985,7.22300004959106,7.11899995803833,7.01900005340576,6.88600015640259,6.77400016784668
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Argentina,ARG,..,15,7.17999982833862,7.21700000762939,7.09999990463257,7.26800012588501,7.75,7.97700023651123,8.34700012207031,9.22000026702881,9.78899955749512,10.4359998703003
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Armenia,ARM,..,11.0539999008179,18.443000793457,17.3010005950928,16.1790008544922,17.4979991912842,18.2609996795654,17.617000579834,17.7049999237061,17.496000289917,16.9899997711182,16.625
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Australia,AUS,..,6.28299999237061,5.08099985122681,5.22399997711182,5.66200017929077,6.0770001411438,6.05399990081787,5.71000003814697,5.59100008010864,5.2979998588562,5.26800012588501,5.32800006866455
